1679395775,3.72.249.127,bola2
1679401951,3.69.167.85,bola2
1679402002,52.59.231.17,bola2
1679402053,3.73.121.28,bola2
1679402101,52.29.84.210,bola2
1679402155,52.28.199.158,bola2
1679402207,3.75.232.83,bola2
1679402257,3.73.125.192,bola2
1679402309,52.59.239.30,bola2
1679402362,3.72.250.139,bola2
1679402410,52.59.192.134,bola2
1679402781,3.120.244.249,bola2
1679402947,3.66.156.227,bola2
1679403425,3.75.182.77,bola2
1679403639,35.158.214.206,bola2
1679406954,18.185.131.248,bola2
1679407895,18.197.33.65,bola2
1679408947,3.66.188.72,bola2
1679416928,54.93.249.155,bola2
1679417767,3.75.135.183,bola2
1679419046,18.194.146.45,bola2
1679419525,52.57.72.94,bola2
1679420506,3.122.226.151,bola2
1681475054,18.196.7.50,bola5
1681475470,54.93.170.197,bola5
1681475944,52.58.154.176,bola5
1681477409,52.28.170.250,AStream
1681477409,18.156.177.182,AStream
1681477409,18.184.142.195,AStream
1681477409,52.29.8.45,AStream
1681477409,52.29.8.45,AStream
1681477409,52.29.8.45,AStream
1681477409,52.29.8.45,AStream
1681477409,52.29.8.45,AStream
1681477409,52.29.8.45,AStream
1681477409,52.29.8.45,AStream
1681483589,18.196.250.70,AStream
1681483591,3.127.38.14,AStream
1681483593,3.73.1.145,AStream
1681483595,3.75.137.251,AStream
1681483597,3.75.135.206,AStream
1681483599,3.127.79.34,AStream
1681483601,18.197.206.2,AStream
1681483603,54.93.124.196,AStream
1681483605,3.73.123.148,AStream
1681483607,3.124.187.255,AStream
1681715315,18.185.126.134,AStream
1681715317,52.59.245.1,AStream
1681715319,54.93.176.94,AStream
1681715321,18.196.62.83,AStream
1681715323,18.197.57.10,AStream
1681715325,18.185.130.91,AStream
1681715327,3.65.40.175,AStream
1681715329,18.156.1.29,AStream
1681715331,18.196.234.70,AStream
1681715333,35.158.209.82,AStream
1681716080,3.122.127.168,AStream
1681716082,3.122.114.25,AStream
1681716084,3.125.48.140,AStream
1681716086,3.120.235.204,AStream
1681716088,18.193.224.217,AStream
1681716090,18.194.217.28,AStream
1681716092,3.70.218.142,AStream
1681716094,3.122.252.184,AStream
1681716096,3.66.220.82,AStream
1681716098,52.59.219.95,AStream
1681798476,3.72.106.212,AStream
1681798478,18.196.83.247,AStream
1681798480,3.74.165.223,AStream
1681798482,3.120.206.62,AStream
1681798484,3.120.224.3,AStream
1681798486,35.158.165.209,AStream
1681798488,3.74.159.145,AStream
1681798490,3.66.231.106,AStream
1681798492,3.66.190.204,AStream
1681798494,18.196.249.147,AStream
1681799264,3.122.229.243,AStream
1681799266,18.193.125.100,AStream
1681799268,52.59.231.25,AStream
1681799270,35.158.90.218,AStream
1681799272,18.197.198.32,AStream
1681799274,18.185.137.174,AStream
1681799276,3.75.135.96,AStream
1681799278,3.65.39.56,AStream
1681799280,3.127.229.211,AStream
1681799283,18.195.153.232,AStream
1681800391,3.75.130.104,AStream
1681800393,54.93.76.133,AStream
1681800395,3.74.168.141,AStream
1681800397,35.158.124.216,AStream
1681800399,18.197.22.4,AStream
1681800401,3.126.51.201,AStream
1681800403,3.66.216.114,AStream
1681800405,18.193.73.202,AStream
1681800407,3.121.231.23,AStream
1681800409,18.198.41.73,AStream
1681801234,3.127.149.43,AStream
1681801236,18.196.102.242,AStream
1681801238,3.72.63.204,AStream
1681801242,18.156.165.140,AStream
1681801244,35.158.169.86,AStream
1681801246,18.156.136.134,AStream
1681801248,3.72.106.127,AStream
1681801240,52.58.158.21,AStream
1681801250,3.120.16.123,AStream
1681801252,35.156.13.195,AStream
1681805701,18.197.186.42,AStream
1681805703,35.159.11.245,AStream
1681805705,18.185.135.181,AStream
1681805707,3.75.186.72,AStream
1681805709,3.72.107.163,AStream
1681805711,3.120.27.242,AStream
1681805713,3.73.75.48,AStream
1681805717,52.29.245.187,AStream
1681805715,18.184.72.227,AStream
1681805719,3.127.39.221,AStream
1681807143,3.68.77.117,AStream
1681807144,18.184.14.194,AStream
1681807145,52.59.36.249,AStream
1681807146,18.185.51.32,AStream
1681807147,35.156.252.98,AStream
1681807149,54.93.223.45,AStream
1681807151,3.75.218.161,AStream
1681807150,18.193.254.227,AStream
1681807152,3.75.183.119,AStream
1681807153,3.69.167.36,AStream
1681807154,35.157.182.158,AStream
1681807155,3.73.125.104,AStream
1681807156,3.125.40.48,AStream
1681807157,18.198.41.18,AStream
1681807158,3.70.252.205,AStream
1681807159,3.72.73.219,AStream
1681807160,18.192.69.227,AStream
1681807161,3.127.68.255,AStream
1681807162,52.28.60.155,AStream
1681807163,3.127.70.161,AStream
1681809928,18.195.52.21,AStream
1681809929,18.192.13.112,AStream
1681809930,18.192.14.236,AStream
1681809931,3.66.223.147,AStream
1681809933,18.185.132.235,AStream
1681809934,3.73.36.18,AStream
1681809935,3.72.246.111,AStream
1681809936,18.196.190.142,AStream
1681809937,35.159.49.185,AStream
1681809938,18.185.73.73,AStream
1681809939,18.193.45.122,AStream
1681809940,3.127.245.69,AStream
1681809941,18.198.202.87,AStream
1681809942,3.67.174.170,AStream
1681809943,3.67.192.206,AStream
1681809944,18.184.125.180,AStream
1681809945,18.194.110.24,AStream
1681809946,18.192.14.39,AStream
1681809947,52.29.73.72,AStream
1681809932,3.120.98.97,AStream
1681811431,3.120.34.135,AStream
1681811432,54.93.111.28,AStream
1681811433,54.93.113.179,AStream
1681811434,3.120.133.204,AStream
1681811435,18.197.19.43,AStream
1681811437,3.73.127.13,AStream
1681811438,3.124.8.37,AStream
1681811436,3.120.227.73,AStream
1681811439,52.59.168.138,AStream
1681811440,3.120.15.191,AStream
1681811441,35.156.105.193,AStream
1681811443,52.58.54.71,AStream
1681811442,18.184.164.211,AStream
1681811445,3.75.142.23,AStream
1681811444,3.75.94.242,AStream
1681811446,3.67.99.226,AStream
1681811447,18.194.178.0,AStream
1681811448,18.196.184.210,AStream
1681811449,3.67.79.5,AStream
1681811450,35.157.8.22,AStream
1681813225,18.196.149.232,AStream
1681813226,3.64.55.147,AStream
1681813227,18.185.73.225,AStream
1681813228,3.75.82.37,AStream
1681813229,3.64.59.17,AStream
1681813230,35.157.194.91,AStream
1681813231,3.122.59.168,AStream
1681813232,18.196.22.50,AStream
1681813234,3.72.241.144,AStream
1681813235,3.68.191.15,AStream
1681813236,3.75.209.24,AStream
1681813237,3.72.65.221,AStream
1681813238,3.75.86.149,AStream
1681813240,18.193.73.97,AStream
1681813239,54.93.226.242,AStream
1681813241,3.75.90.242,AStream
1681813242,3.72.113.223,AStream
1681813243,18.196.86.192,AStream
1681813244,18.197.138.3,AStream
1681813245,52.57.60.183,AStream
1681817826,18.156.34.148,AStream
1681818301,3.127.148.35,AStream
1681819112,35.158.124.104,AStream
1681819113,18.185.139.251,AStream
1681819114,18.194.69.104,AStream
1681819115,52.29.34.136,AStream
1681819117,3.72.247.244,AStream
1681819116,18.185.96.39,AStream
1681819118,3.120.133.141,AStream
1681819119,3.75.90.135,AStream
1681819120,3.70.138.157,AStream
1681819121,35.158.215.173,AStream
1681820541,3.75.131.245,AStream
1681820542,3.74.152.135,AStream
1681820543,3.74.151.189,AStream
1681820544,18.192.12.230,AStream
1681820545,18.185.58.137,AStream
1681820546,18.196.3.241,AStream
1681820547,52.59.206.120,AStream
1681820548,54.93.91.148,AStream
1681820549,35.157.191.13,AStream
1681820550,18.193.124.218,AStream
1681821130,18.195.167.249,AStream
1681821131,18.156.5.204,AStream
1681821132,3.75.182.118,AStream
1681821133,3.75.182.67,AStream
1681821134,52.59.250.120,AStream
1681821135,3.75.204.63,AStream
1681821136,18.196.159.164,AStream
1681821137,18.185.125.204,AStream
1681821138,3.122.127.17,AStream
1681821139,3.126.130.61,AStream
1681822141,18.156.122.121,AStream
1681822138,3.122.114.127,AStream
1681822139,18.184.45.121,AStream
1681822142,54.93.228.59,AStream
1681822140,18.156.172.92,AStream
1681822143,3.127.147.239,AStream
1681822144,3.66.220.112,AStream
1681822145,18.156.172.152,AStream
1681822146,52.58.26.237,AStream
1681822147,18.193.224.53,AStream
1681823605,35.159.33.179,AStream
1681823606,3.75.182.69,AStream
1681823607,52.59.219.37,AStream
1681823608,35.156.16.25,AStream
1681823609,35.158.9.62,AStream
1681823610,3.73.125.174,AStream
1681823611,3.68.74.150,AStream
1681823613,52.28.161.96,AStream
1681823612,18.185.112.174,AStream
1681823614,3.72.63.147,AStream
1681828715,3.66.168.91,AStream
1681828716,3.75.184.215,AStream
1681828717,54.93.176.250,AStream
1681828718,3.72.104.109,AStream
1681828719,18.184.241.216,AStream
1681828720,3.68.73.112,AStream
1681828721,3.67.94.215,AStream
1681828722,3.75.183.246,AStream
1681828724,3.73.144.248,AStream
1681828723,3.68.80.176,AStream
1681829506,3.73.73.57,AStream
1681829507,3.124.11.215,AStream
1681829508,3.74.46.38,AStream
1681829509,54.93.74.212,AStream
1681829510,18.197.155.112,AStream
1681829511,52.59.229.85,AStream
1681829513,18.185.10.152,AStream
1681829512,18.197.155.52,AStream
1681829514,18.193.73.115,AStream
1681829515,18.197.121.121,AStream
1681884696,3.126.208.184,AStream
1681884697,35.157.154.251,AStream
1681884698,18.198.49.174,AStream
1681884700,35.156.240.17,AStream
1681884701,3.75.220.185,AStream
1681884702,3.122.60.210,AStream
1681884703,54.93.40.154,AStream
1681884699,3.65.36.235,AStream
1681884704,52.58.187.79,AStream
1681884705,3.75.76.215,AStream
1681885201,18.194.135.241,AStream
1681885203,3.70.250.129,AStream
1681885202,3.122.225.9,AStream
1681885204,52.58.8.22,AStream
1681885205,3.73.38.137,AStream
1681885207,35.157.63.83,AStream
1681885206,52.59.219.26,AStream
1681885208,18.192.67.246,AStream
1681885209,3.124.5.161,AStream
1681885210,52.59.232.169,AStream
1681885823,52.28.12.16,AStream
1681885824,54.93.246.124,AStream
1681885825,3.73.37.80,AStream
1681885826,3.75.132.213,AStream
1681885827,3.73.85.251,AStream
1681885828,18.184.142.179,AStream
1681885829,18.198.2.52,AStream
1681885830,3.75.207.141,AStream
1681885831,18.194.88.29,AStream
1681885832,3.121.239.4,AStream
1681886818,3.124.183.171,AStream
1681886819,3.75.206.46,AStream
1681886820,54.93.211.45,AStream
1681886821,35.158.124.200,AStream
1681886822,35.157.157.235,AStream
1681887940,18.184.237.30,AStream
1681887941,3.72.246.148,AStream
1681887942,52.59.247.86,AStream
1681887943,3.124.218.120,AStream
1681887944,3.127.152.88,AStream
1681888141,3.72.109.155,AStream
1681888142,3.121.237.235,AStream
1681888143,3.68.80.45,AStream
1681888144,3.122.248.219,AStream
1681888146,18.195.211.255,AStream
1681888450,3.73.57.46,AStream
1681888451,18.197.155.201,AStream
1681888452,52.59.94.64,AStream
1681888454,18.197.147.10,AStream
1681888455,35.159.23.194,AStream
1681889131,3.124.186.175,AStream
1681889132,18.192.13.150,AStream
1681889133,3.122.228.111,AStream
1681889134,3.127.235.241,AStream
1681889135,3.122.236.178,AStream
1681889136,35.158.125.110,AStream
1681889138,18.195.228.215,AStream
1681889137,3.121.217.105,AStream
1681889139,3.120.138.123,AStream
1681889140,35.158.18.131,AStream
1681891075,3.72.20.194,AStream
1681891076,18.156.163.150,AStream
1681891077,3.68.73.70,AStream
1681891078,3.122.179.167,AStream
1681891079,3.122.216.62,AStream
1681891080,18.198.26.231,AStream
1681891081,18.192.68.31,AStream
1681891082,52.58.5.103,AStream
1681891083,3.127.147.159,AStream
1681891084,3.75.215.176,AStream
1681891663,18.196.230.216,AStream
1681891664,18.184.118.228,AStream
1681891665,3.75.218.109,AStream
1681891666,3.75.220.242,AStream
1681891667,3.67.137.254,AStream
1681891669,35.159.49.22,AStream
1681891670,3.73.86.53,AStream
1681891668,52.59.177.91,AStream
1681891671,54.93.46.5,AStream
1681891672,52.29.9.19,AStream
1681892598,54.93.43.18,AStream
1681892599,3.127.38.123,AStream
1681892600,18.193.46.73,AStream
1681892601,3.65.37.230,AStream
1681892602,3.73.116.53,AStream
1681892604,3.74.152.197,AStream
1681892603,3.74.159.212,AStream
1681892605,18.193.76.23,AStream
1681892606,18.193.224.104,AStream
1681892607,18.184.146.141,AStream
1681893890,3.126.84.67,AStream
1681893892,3.75.84.131,AStream
1681893893,3.75.236.125,AStream
1681893894,3.72.112.243,AStream
1681893895,18.195.30.146,AStream
1681893896,3.72.65.233,AStream
1681893897,3.127.65.214,AStream
1681893899,18.195.11.80,AStream
1681893898,3.73.121.198,AStream
1681893900,52.28.28.240,AStream
1681894843,3.75.96.253,AStream
1681894845,3.127.149.83,AStream
1681894844,52.58.25.221,AStream
1681894846,3.75.97.9,AStream
1681894847,18.195.51.93,AStream
1681894848,3.121.237.164,AStream
1681894849,18.195.226.230,AStream
1681894850,3.122.230.177,AStream
1681894851,18.192.67.33,AStream
1681894852,3.75.203.124,AStream
1681895768,3.73.83.209,AStream
1681895770,3.75.205.10,AStream
1681895767,3.74.45.53,AStream
1681895769,3.67.85.100,AStream
1681895771,18.185.114.75,AStream
1681895773,52.59.190.234,AStream
1681895774,3.125.19.78,AStream
1681895775,3.75.203.3,AStream
1681895772,18.195.88.211,AStream
1681895777,3.124.187.134,AStream
1681898016,3.74.169.105,AStream
1681898017,54.93.250.167,AStream
1681898018,3.71.204.75,AStream
1681898020,3.127.149.87,AStream
1681898022,3.121.216.26,AStream
1681898021,54.93.156.56,AStream
1681898023,18.193.74.122,AStream
1681898024,35.157.242.144,AStream
1681898025,35.158.27.240,AStream
1681898026,52.59.33.219,AStream
1681899354,18.184.119.151,AStream
1681899355,3.124.205.133,AStream
1681899356,3.69.167.198,AStream
1681899357,35.158.64.237,AStream
1681899358,52.57.236.184,AStream
1681899359,18.198.51.182,AStream
1681899360,3.68.75.196,AStream
1681899361,3.65.36.70,AStream
1681899362,18.184.201.57,AStream
1681899363,18.195.180.42,AStream
1681900815,3.75.132.180,AStream
1681900816,52.59.226.131,AStream
1681900817,3.75.97.11,AStream
1681900818,3.120.27.39,AStream
1681900819,3.124.204.3,AStream
1681900820,18.195.35.5,AStream
1681900821,3.120.27.252,AStream
1681900822,3.69.156.81,AStream
1681900823,3.74.152.99,AStream
1681900824,18.195.66.83,AStream
1681906233,18.185.84.67,AStream
1681906234,3.127.152.150,AStream
1681906235,3.72.65.147,AStream
1681906236,3.127.245.128,AStream
1681906237,52.57.201.81,AStream
1681906238,18.196.40.93,AStream
1681906239,52.59.220.10,AStream
1681906240,18.184.165.245,AStream
1681906241,18.184.49.238,AStream
1681906242,18.184.200.76,AStream
1681907000,3.124.214.236,AStream
1681907005,3.125.37.127,AStream
1681907010,18.156.171.10,AStream
1681907015,3.64.60.64,AStream
1681907020,18.198.49.246,AStream
1681907025,52.29.67.215,AStream
1681907030,3.76.38.223,AStream
1681907035,3.65.42.129,AStream
1681907040,3.70.216.234,AStream
1681907045,3.73.118.87,AStream
1681908030,35.159.50.12,AStream
1681908035,52.59.255.204,AStream
1681908040,3.121.41.219,AStream
1681908045,3.72.68.230,AStream
1681908050,18.196.193.54,AStream
1681908055,3.127.70.255,AStream
1681908060,3.120.128.152,AStream
1681908065,18.184.226.182,AStream
1681908070,18.185.132.163,AStream
1681908075,3.65.37.194,AStream
1681909078,3.120.229.216,AStream
1681909083,3.73.116.185,AStream
1681909088,3.75.97.201,AStream
1681909093,52.57.137.230,AStream
1681909098,3.123.153.101,AStream
1681909103,3.127.244.86,AStream
1681909108,35.158.239.47,AStream
1681909113,3.124.205.227,AStream
1681909118,3.75.207.71,AStream
1681909123,3.127.229.150,AStream
